
time;ax;ay;az;wx;wy;wz;
34,729467;0,0111;-0,1700;0,0123;0,0150;-0,0008;-0,0047;
34,829733;-0,1128;-0,2908;-0,2241;-0,0095;-0,0350;-0,0157;
34,930266;0,2333;0,4736;-0,0069;0,0052;0,0359;0,0148;
35,031615;-0,0170;-0,2994;0,1399;0,0137;0,0261;-0,0023;
35,133052;-0,0532;0,1153;-0,2124;0,0003;-0,0411;-0,0072;
35,233252;0,2203;0,5710;-0,0010;-0,0046;-0,0105;-0,0023;
35,333784;0,1304;-0,1105;0,2403;0,0162;0,0151;-0,0121;
35,434022;0,0331;0,2794;0,1851;0,0101;-0,0118;-0,0072;
35,534798;-0,0569;-0,2542;0,0811;-0,0095;-0,0044;0,0026;
35,635849;0,2549;0,5240;0,0517;0,0137;-0,0044;-0,0316;
35,736293;-0,0342;-0,2688;0,1938;0,0186;0,0298;0,0368;
35,836867;-0,1532;-0,5272;-0,0335;-0,0119;0,0115;0,0148;
